County,Number of Returns,Single Returns,Joint Returns,Elderly Returns,Total Income Amount,Returns w/ Uunemployment Compensation,Unemployment Compensation Amount
Abbeville County,9720.0,3580.0,3630.0,2550.0,435501.0,290.0,504.0
Acadia Parish,24310.0,9530.0,9260.0,5050.0,1165195.0,530.0,1716.0
Accomack County,15960.0,7250.0,5400.0,5040.0,733888.0,410.0,1355.0
Ada County,215920.0,100640.0,93250.0,52960.0,16258755.0,7000.0,25654.0
Adair County,28290.0,12050.0,11850.0,7240.0,1178772.0,940.0,3166.0
Adams County,395770.0,185890.0,147100.0,86640.0,22546888.0,13130.0,60101.0
Addison County,18930.0,9700.0,7500.0,6170.0,1206945.0,760.0,3040.0
Aiken County,73680.0,30610.0,28480.0,20960.0,4308916.0,1300.0,4092.0
Aitkin County,7460.0,3390.0,3400.0,3190.0,379822.0,540.0,3175.0
Alabama,2059680.0,855360.0,758110.0,503780.0,120089119.0,45520.0,135684.0
Alachua County,116260.0,60630.0,36580.0,28200.0,7398624.0,870.0,2515.0
Alamance County,73960.0,32390.0,26080.0,18080.0,3948298.0,880.0,2216.0
Alameda County,797060.0,406630.0,290690.0,166750.0,81285205.0,39330.0,198621.0
Alamosa County,6770.0,3180.0,2440.0,1590.0,321696.0,220.0,796.0
Alaska,349010.0,177250.0,125840.0,73860.0,24145909.0,78790.0,157086.0
Albany County,169470.0,92280.0,54790.0,45430.0,12808540.0,3830.0,18444.0
Albemarle County,50400.0,23850.0,21000.0,15320.0,5787935.0,580.0,2369.0
Alcona County,4910.0,2190.0,2330.0,2430.0,216264.0,230.0,879.0
Alcorn County,13690.0,5440.0,5400.0,3220.0,650903.0,240.0,680.0
Aleutians East Borou,900.0,510.0,200.0,150.0,48318.0,190.0,452.0
Aleutians West Censu,2030.0,1110.0,580.0,370.0,128676.0,470.0,1063.0
Alexander County,17850.0,7410.0,7600.0,4790.0,839077.0,270.0,925.0
Alexandria city,85130.0,51220.0,23560.0,15530.0,9388274.0,1430.0,6506.0
Alfalfa County,2000.0,790.0,1010.0,690.0,132437.0,30.0,138.0
Alger County,4110.0,1890.0,1870.0,1580.0,198506.0,290.0,1106.0
Allamakee County,6570.0,3030.0,2980.0,2140.0,316644.0,510.0,2536.0
Allegan County,56680.0,25340.0,25260.0,15390.0,3416116.0,2090.0,6946.0
Allegany County,47360.0,22190.0,18780.0,14080.0,2331382.0,2750.0,11725.0
Alleghany County,11490.0,4710.0,5250.0,3870.0,568504.0,310.0,935.0
Allegheny County,627880.0,339460.0,212390.0,177990.0,47645974.0,30900.0,161467.0
Allen County,241420.0,114970.0,87500.0,60830.0,13899990.0,5020.0,15964.0
Allen Parish,8570.0,3370.0,3220.0,1890.0,450242.0,260.0,1019.0
Allendale County,3180.0,1450.0,610.0,790.0,104627.0,60.0,158.0
Alpena County,14080.0,6970.0,5730.0,4990.0,650606.0,800.0,2980.0
Alpine County,450.0,220.0,160.0,170.0,24821.0,30.0,140.0
Amador County,17010.0,7430.0,7800.0,7130.0,1093439.0,880.0,4042.0
Amelia County,6210.0,2620.0,2620.0,1760.0,332830.0,130.0,455.0
Amherst County,14110.0,6120.0,5790.0,4030.0,691880.0,340.0,1105.0
Amite County,4840.0,1840.0,1840.0,1420.0,217786.0,130.0,481.0
Anchorage Municipali,145530.0,75820.0,49870.0,29280.0,11250556.0,31820.0,58471.0
Anderson County,154730.0,64440.0,62900.0,40230.0,8211579.0,3050.0,9766.0
Andrew County,8380.0,3460.0,3870.0,2370.0,500105.0,290.0,902.0
Andrews County,7390.0,2740.0,3440.0,1260.0,523836.0,110.0,470.0
Androscoggin County,50530.0,24830.0,18500.0,12200.0,2487730.0,1370.0,5590.0
Angelina County,36330.0,14840.0,13720.0,8500.0,1815787.0,1250.0,8560.0
Anne Arundel County,289050.0,139300.0,106340.0,68740.0,26015809.0,6870.0,32049.0
Anoka County,179190.0,87120.0,70870.0,40370.0,12508756.0,7180.0,40290.0
Anson County,9690.0,4030.0,2580.0,2370.0,362958.0,140.0,300.0
Antelope County,2960.0,1240.0,1470.0,1020.0,146605.0,40.0,161.0
Antrim County,11800.0,5360.0,5280.0,4750.0,672774.0,680.0,2449.0
Apache County,24990.0,10590.0,7020.0,5750.0,956844.0,1190.0,4389.0
Appanoose County,5410.0,2380.0,2370.0,1750.0,243471.0,390.0,1221.0
Appling County,7230.0,2700.0,2830.0,1740.0,329998.0,330.0,1022.0
Appomattox County,7140.0,2850.0,3160.0,2070.0,353056.0,180.0,573.0
Aransas County,10970.0,4610.0,4870.0,4300.0,690529.0,800.0,3245.0
Arapahoe County,317340.0,158980.0,112860.0,67160.0,26756283.0,7680.0,42076.0
Archer County,3930.0,1510.0,2010.0,1130.0,244089.0,70.0,362.0
Archuleta County,6600.0,2850.0,3040.0,2530.0,392196.0,180.0,819.0
Arenac County,7190.0,3280.0,3160.0,2680.0,321999.0,500.0,1812.0
Arizona,3022630.0,1395500.0,1105530.0,790580.0,196409231.0,70580.0,261522.0
Arkansas,1231690.0,509210.0,487480.0,301010.0,74328042.0,37740.0,122053.0
Arkansas County,7570.0,3100.0,2770.0,2140.0,379313.0,200.0,506.0
Arlington County,124840.0,79300.0,35120.0,21040.0,15643357.0,1690.0,7842.0
Armstrong County,32840.0,15100.0,14130.0,10150.0,1657306.0,3000.0,15035.0
Aroostook County,29950.0,13810.0,12730.0,9160.0,1374590.0,1570.0,6429.0
Arthur County,200.0,100.0,90.0,70.0,5768.0,0.0,0.0
Ascension Parish,53560.0,21190.0,21410.0,10150.0,3878310.0,1190.0,3698.0
Ashe County,11460.0,4610.0,5430.0,3880.0,517108.0,160.0,317.0
Ashland County,32200.0,14820.0,12460.0,9320.0,1569064.0,1330.0,5402.0
Ashley County,7840.0,2730.0,3230.0,2090.0,364583.0,300.0,1164.0
Ashtabula County,44400.0,20070.0,15700.0,12500.0,2035975.0,1790.0,8145.0
Asotin County,10070.0,4610.0,4120.0,3440.0,597324.0,410.0,1533.0
Assumption Parish,9200.0,3570.0,3350.0,2070.0,516369.0,320.0,922.0
Atascosa County,20890.0,8650.0,8000.0,4310.0,1079481.0,480.0,2416.0
Atchison County,9320.0,4220.0,3940.0,2930.0,488876.0,390.0,1413.0
Athens County,22210.0,10930.0,7470.0,5750.0,1105606.0,610.0,2851.0
Atkinson County,3100.0,1240.0,1020.0,580.0,97784.0,140.0,254.0
Atlantic County,133840.0,66820.0,41480.0,35300.0,7532097.0,10220.0,59618.0
Atoka County,5170.0,1990.0,2310.0,1340.0,221430.0,140.0,660.0
Attala County,7300.0,2860.0,2460.0,1780.0,317644.0,220.0,686.0
Audrain County,10550.0,4730.0,4230.0,3250.0,480716.0,280.0,664.0
Audubon County,2720.0,1230.0,1230.0,970.0,142734.0,110.0,498.0
Auglaize County,23710.0,10270.0,9230.0,6560.0,1385903.0,470.0,1756.0
Augusta County,35330.0,15020.0,16100.0,10780.0,1994870.0,660.0,2013.0
Aurora County,1290.0,550.0,630.0,450.0,59972.0,20.0,81.0
Austin County,14730.0,6260.0,6200.0,4270.0,1121839.0,390.0,1893.0
Autauga County,24150.0,9500.0,10010.0,5480.0,1357324.0,420.0,1316.0
Avery County,7150.0,3080.0,3220.0,2340.0,332717.0,80.0,219.0
Avoyelles Parish,15580.0,6100.0,5270.0,3610.0,675925.0,530.0,1867.0
Baca County,1550.0,660.0,720.0,580.0,45202.0,0.0,0.0
Bacon County,4190.0,1580.0,1630.0,900.0,176350.0,110.0,248.0
Bailey County,2650.0,930.0,1100.0,600.0,119352.0,50.0,230.0
Baker County,19250.0,7850.0,8070.0,5430.0,914677.0,540.0,1962.0
Baldwin County,115480.0,48370.0,47080.0,35160.0,7264257.0,2050.0,6646.0
Ballard County,3370.0,1300.0,1560.0,1010.0,162720.0,230.0,1388.0
Baltimore County,414900.0,205080.0,131920.0,109140.0,32706150.0,12190.0,57470.0
Baltimore city,259810.0,144580.0,40860.0,48820.0,14203875.0,9460.0,41472.0
Bamberg County,5300.0,2160.0,1410.0,1370.0,213655.0,150.0,420.0
Bandera County,10040.0,4200.0,4690.0,3880.0,621096.0,170.0,939.0
Banks County,7360.0,2870.0,3360.0,1640.0,353411.0,150.0,298.0
Banner County,300.0,100.0,160.0,90.0,11011.0,0.0,0.0
Bannock County,35290.0,15560.0,15490.0,8740.0,1870950.0,1360.0,4721.0
Baraga County,3420.0,1580.0,1370.0,1180.0,152361.0,260.0,921.0
Barber County,2160.0,930.0,980.0,780.0,94586.0,30.0,94.0
Barbour County,15430.0,6170.0,5690.0,4180.0,647374.0,680.0,2127.0
Barnes County,5140.0,2460.0,2220.0,1710.0,310580.0,270.0,1222.0
Barnstable County,127980.0,67750.0,47730.0,53290.0,10081223.0,7240.0,46506.0
Barnwell County,8480.0,3350.0,2620.0,2060.0,344977.0,190.0,555.0
Barren County,18620.0,7520.0,8130.0,4500.0,849658.0,690.0,2157.0
Barron County,23180.0,11200.0,9670.0,7170.0,1244521.0,1170.0,4223.0
Barrow County,35170.0,14720.0,13790.0,6420.0,1853978.0,620.0,1570.0
Barry County,43460.0,18550.0,19920.0,12820.0,2450260.0,1490.0,4776.0
Bartholomew County,39530.0,17980.0,16110.0,10090.0,2688396.0,420.0,1623.0
Barton County,16940.0,7410.0,7360.0,5320.0,816079.0,520.0,1698.0
Bartow County,45720.0,18860.0,17720.0,9190.0,2449188.0,1430.0,2487.0
Bastrop County,38070.0,16390.0,15520.0,9290.0,2068874.0,870.0,4213.0
Bates County,7170.0,3120.0,3170.0,2160.0,333595.0,340.0,1164.0
Bath County,6900.0,2870.0,2960.0,1760.0,295055.0,410.0,1678.0
Baxter County,17910.0,7380.0,8490.0,7290.0,881107.0,500.0,1895.0
Bay County,137880.0,65880.0,50710.0,38580.0,7312563.0,3920.0,13028.0
Bayfield County,7860.0,3590.0,3640.0,3250.0,460625.0,520.0,2155.0
Baylor County,1480.0,610.0,660.0,510.0,64655.0,30.0,132.0
Beadle County,8570.0,3920.0,3350.0,2330.0,453559.0,110.0,411.0
Bear Lake County,2600.0,1020.0,1410.0,840.0,123017.0,90.0,281.0
Beaufort County,107010.0,44150.0,45520.0,40170.0,8521291.0,1390.0,5080.0
Beauregard Parish,14040.0,5240.0,6630.0,3420.0,803279.0,450.0,1569.0
Beaver County,89840.0,43410.0,35460.0,27930.0,5013122.0,5860.0,29959.0
Beaverhead County,4360.0,2070.0,1950.0,1500.0,222638.0,150.0,618.0
Becker County,16180.0,7390.0,6970.0,4990.0,944471.0,990.0,5292.0
Beckham County,8350.0,3380.0,3730.0,2090.0,455373.0,170.0,773.0
Bedford County,81010.0,34120.0,36390.0,23230.0,4634517.0,2960.0,12059.0
Bee County,10850.0,4750.0,3740.0,2490.0,487052.0,370.0,1788.0
Belknap County,33630.0,16210.0,13530.0,10880.0,2455034.0,790.0,3400.0
Bell County,160100.0,64900.0,61650.0,29200.0,7876973.0,4090.0,19231.0
Belmont County,30440.0,14060.0,11680.0,9220.0,1804988.0,1550.0,6984.0
Beltrami County,19750.0,9390.0,7210.0,5230.0,1036973.0,1180.0,6880.0
Ben Hill County,6400.0,2400.0,2040.0,1500.0,248221.0,230.0,508.0
Benewah County,3970.0,1630.0,1830.0,1370.0,176337.0,330.0,1215.0
Bennett County,1150.0,530.0,360.0,270.0,37885.0,0.0,0.0
Bennington County,18670.0,9520.0,6800.0,6330.0,1120902.0,950.0,4088.0
Benson County,2410.0,980.0,780.0,680.0,111211.0,70.0,360.0
Bent County,1590.0,700.0,660.0,540.0,56860.0,30.0,141.0
Benton County,299380.0,130850.0,129800.0,73150.0,26978206.0,11500.0,52734.0
Benzie County,9280.0,4410.0,4030.0,3560.0,501633.0,580.0,2241.0
Bergen County,469620.0,223730.0,186920.0,125020.0,56646163.0,19650.0,137007.0
Berkeley County,154220.0,69040.0,57210.0,33430.0,8786287.0,3090.0,11737.0
Berks County,206200.0,100390.0,74690.0,54190.0,12675035.0,10490.0,48787.0
Berkshire County,64890.0,34710.0,21960.0,21550.0,4141230.0,3380.0,19342.0
Bernalillo County,313810.0,161020.0,98230.0,83380.0,18529716.0,7700.0,38961.0
Berrien County,80250.0,37670.0,30150.0,23600.0,4542973.0,2650.0,9667.0
Bertie County,7780.0,3070.0,2160.0,2200.0,303711.0,150.0,343.0
Bethel Census Area,6950.0,3560.0,1950.0,930.0,258239.0,2070.0,4427.0
Bexar County,883510.0,426230.0,286120.0,169030.0,53310451.0,18190.0,90126.0
Bibb County,73170.0,32510.0,19670.0,17090.0,3829381.0,1370.0,3534.0
Bienville Parish,5460.0,2140.0,1780.0,1450.0,233651.0,130.0,386.0
Big Horn County,9420.0,3740.0,3910.0,2730.0,407912.0,720.0,3577.0
Big Stone County,2480.0,1180.0,1140.0,920.0,124800.0,110.0,717.0
Billings County,470.0,210.0,230.0,160.0,38777.0,20.0,107.0
Bingham County,19010.0,7190.0,9310.0,4730.0,936538.0,820.0,2349.0
Black Hawk County,58910.0,28670.0,22090.0,15980.0,3561321.0,3900.0,15029.0
Blackford County,5680.0,2540.0,2370.0,1840.0,248904.0,120.0,360.0
Bladen County,12440.0,5000.0,4010.0,3250.0,508362.0,240.0,663.0
Blaine County,19140.0,8930.0,7470.0,5870.0,1695011.0,610.0,2254.0
Blair County,59290.0,29060.0,22810.0,17610.0,3146782.0,3730.0,16538.0
Blanco County,5580.0,2380.0,2600.0,2110.0,436725.0,90.0,455.0
Bland County,2540.0,1040.0,1230.0,840.0,122665.0,80.0,234.0
Bleckley County,4670.0,1720.0,1830.0,1240.0,222827.0,80.0,181.0
Bledsoe County,4640.0,1740.0,2220.0,1290.0,190724.0,120.0,419.0
Blount County,83310.0,34000.0,38190.0,23110.0,4742390.0,1250.0,4268.0
Blue Earth County,31260.0,17170.0,11040.0,7680.0,1807335.0,1090.0,5367.0
Boise County,3420.0,1400.0,1780.0,1320.0,206233.0,170.0,661.0
Bolivar County,12940.0,5300.0,2970.0,2960.0,564203.0,420.0,1244.0
Bollinger County,4830.0,1820.0,2400.0,1370.0,194981.0,210.0,583.0
Bon Homme County,2740.0,1210.0,1290.0,1020.0,133949.0,40.0,133.0
Bond County,6970.0,3090.0,3030.0,2130.0,355909.0,320.0,1655.0
Bonner County,20600.0,8760.0,9890.0,7470.0,1203518.0,1230.0,5008.0
Bonneville County,49260.0,19890.0,23510.0,11660.0,3112938.0,1500.0,5262.0
Boone County,237390.0,109370.0,97630.0,56800.0,16825849.0,6930.0,30384.0
Borden County,280.0,110.0,140.0,90.0,22305.0,0.0,0.0
Bosque County,7880.0,3090.0,3700.0,2750.0,400790.0,190.0,952.0
Bossier Parish,54210.0,22040.0,21060.0,12270.0,3163508.0,980.0,3179.0
Botetourt County,16050.0,6490.0,8030.0,5310.0,1092574.0,330.0,1098.0
Bottineau County,3110.0,1400.0,1450.0,1140.0,193742.0,120.0,674.0
Boulder County,159810.0,85360.0,59700.0,40080.0,16766257.0,3540.0,20237.0
Boundary County,5200.0,2040.0,2640.0,1810.0,251324.0,340.0,1300.0
Bourbon County,15090.0,6560.0,6090.0,4240.0,677974.0,550.0,1899.0
Bowie County,40200.0,16980.0,14470.0,10510.0,2121015.0,1030.0,4763.0
Bowman County,1530.0,700.0,710.0,540.0,104936.0,30.0,146.0
Box Butte County,5110.0,2220.0,2280.0,1540.0,277261.0,100.0,321.0
Box Elder County,22990.0,8830.0,11790.0,5360.0,1268955.0,560.0,2041.0
Boyd County,20020.0,8260.0,8650.0,5740.0,1038731.0,870.0,4871.0
Boyle County,12170.0,5230.0,5070.0,3470.0,644181.0,360.0,1420.0
Bracken County,3710.0,1490.0,1610.0,950.0,171597.0,190.0,809.0
Bradford County,38720.0,16930.0,15850.0,11570.0,2006803.0,1740.0,7517.0
Bradley County,50370.0,21160.0,20730.0,11820.0,2511015.0,890.0,2846.0
Branch County,18960.0,8580.0,7820.0,5430.0,926571.0,820.0,2284.0
Brantley County,6670.0,2480.0,2870.0,1360.0,267251.0,220.0,483.0
Braxton County,5130.0,2090.0,2420.0,1560.0,225302.0,540.0,1739.0
Brazoria County,158100.0,64010.0,66620.0,32220.0,12036900.0,8140.0,40124.0
Brazos County,82870.0,41690.0,29150.0,15460.0,5327332.0,1240.0,5152.0
Breathitt County,4430.0,1610.0,1930.0,910.0,175846.0,210.0,768.0
Breckinridge County,8060.0,3250.0,3800.0,2210.0,368391.0,420.0,1529.0
Bremer County,11120.0,4550.0,5620.0,3590.0,759687.0,640.0,2712.0
Brevard County,291000.0,137210.0,111000.0,95640.0,18213375.0,3530.0,12201.0
Brewster County,4360.0,2220.0,1640.0,1400.0,253390.0,70.0,309.0
Briscoe County,610.0,220.0,330.0,250.0,28226.0,0.0,0.0
Bristol Bay Borough,480.0,300.0,160.0,100.0,28200.0,80.0,217.0
Bristol County,303730.0,155760.0,105550.0,73420.0,21071274.0,20610.0,132436.0
Bristol city,7060.0,3210.0,2620.0,2020.0,300995.0,150.0,540.0
Broadwater County,2720.0,1090.0,1370.0,940.0,147370.0,130.0,551.0
Bronx County,662250.0,335170.0,102190.0,105510.0,25774200.0,20000.0,98044.0
Brooke County,10650.0,5080.0,4280.0,3650.0,551435.0,660.0,2700.0
Brookings County,14090.0,7100.0,5800.0,3330.0,910796.0,230.0,756.0
Brooks County,9010.0,3800.0,2810.0,2230.0,346008.0,210.0,762.0
Broome County,87830.0,45230.0,30530.0,26290.0,4874092.0,3190.0,14580.0
Broomfield County,34580.0,17160.0,14220.0,7610.0,3323176.0,920.0,5451.0
Broward County,976790.0,497120.0,275310.0,218840.0,69171025.0,11710.0,35315.0
Brown County,214780.0,103820.0,85150.0,55670.0,13552885.0,6380.0,23934.0
Brule County,2490.0,1180.0,1040.0,800.0,125908.0,0.0,0.0
Brunswick County,68750.0,27800.0,31320.0,29850.0,4269285.0,1370.0,4785.0
Bryan County,35720.0,13680.0,15550.0,7550.0,2059842.0,690.0,2565.0
Buchanan County,55540.0,25610.0,21390.0,14630.0,2867129.0,2070.0,7061.0
Buckingham County,6340.0,2700.0,2270.0,1770.0,284190.0,160.0,664.0
Bucks County,333800.0,162320.0,137430.0,97990.0,31927210.0,14880.0,84488.0
Buena Vista County,9610.0,4420.0,3770.0,2400.0,538250.0,310.0,1345.0
Buena Vista city,2740.0,1260.0,1010.0,680.0,104744.0,110.0,259.0
Buffalo County,29550.0,13730.0,12480.0,7710.0,1736994.0,620.0,2010.0
Bullitt County,38280.0,16720.0,16020.0,8390.0,2123681.0,1410.0,4837.0
Bulloch County,27690.0,12680.0,9260.0,5520.0,1367299.0,480.0,1205.0
Bullock County,3830.0,1540.0,700.0,860.0,125759.0,130.0,479.0
Buncombe County,128150.0,65370.0,45950.0,36080.0,8248242.0,1350.0,4022.0
Bureau County,16610.0,7880.0,6680.0,5230.0,898423.0,860.0,4757.0
Burke County,48570.0,20740.0,18150.0,12380.0,2261802.0,900.0,2302.0
Burleigh County,46210.0,22550.0,19100.0,11910.0,2885122.0,1690.0,9292.0
Burleson County,8320.0,3580.0,3490.0,2520.0,451388.0,190.0,934.0
Burlington County,227310.0,110110.0,85290.0,61290.0,18402038.0,11220.0,72530.0
Burnet County,22770.0,9510.0,10510.0,8120.0,1688439.0,350.0,1819.0
Burnett County,7940.0,3640.0,3520.0,3220.0,394056.0,400.0,1884.0
Burt County,3140.0,1330.0,1520.0,1100.0,159817.0,90.0,415.0
Butler County,342870.0,152790.0,136400.0,90590.0,22372998.0,12450.0,57107.0
Butte County,99370.0,49010.0,37030.0,28740.0,5695989.0,7150.0,31673.0
Butts County,9560.0,3910.0,3500.0,2240.0,506823.0,210.0,662.0
Cabarrus County,95430.0,39530.0,39040.0,18800.0,6226033.0,1610.0,4727.0
Cabell County,38680.0,18550.0,14390.0,10840.0,2108751.0,1350.0,5007.0
Cache County,49870.0,20900.0,24810.0,9320.0,2908199.0,940.0,4100.0
Caddo County,10480.0,3950.0,4420.0,2950.0,489234.0,230.0,1050.0
Caddo Parish,106920.0,47950.0,28360.0,27070.0,5859130.0,2210.0,6978.0
Calaveras County,20410.0,8880.0,9400.0,8320.0,1333372.0,1270.0,5643.0
Calcasieu Parish,88500.0,38720.0,31110.0,19710.0,5461838.0,1970.0,7023.0
Caldwell County,62070.0,25860.0,24880.0,15430.0,2890016.0,1310.0,4297.0
Caldwell Parish,3720.0,1350.0,1540.0,950.0,188713.0,150.0,634.0
Caledonia County,14870.0,7350.0,5730.0,4740.0,736313.0,780.0,3028.0
Calhoun County,147850.0,64810.0,55000.0,40920.0,7310955.0,4960.0,17434.0
California,18098180.0,8938120.0,6340600.0,3967850.0,1543627660.0,1042490.0,5059968.0
Callahan County,5920.0,2330.0,2840.0,1790.0,294705.0,100.0,453.0
Callaway County,19770.0,8930.0,8070.0,5350.0,1008533.0,630.0,1939.0
Calloway County,14940.0,6740.0,6390.0,4190.0,735821.0,460.0,1622.0
Calumet County,24840.0,10900.0,11960.0,5960.0,1740839.0,820.0,2911.0
Calvert County,45320.0,20380.0,18800.0,11260.0,3839784.0,1160.0,5214.0
Camas County,480.0,190.0,250.0,170.0,24215.0,0.0,0.0
Cambria County,62680.0,30360.0,25100.0,20570.0,3170800.0,4620.0,20743.0
Camden County,295660.0,140910.0,99470.0,71560.0,19438985.0,14910.0,88827.0
Cameron County,168840.0,71030.0,53810.0,29180.0,6596192.0,9350.0,42645.0
Cameron Parish,3180.0,1270.0,1460.0,720.0,200961.0,90.0,279.0
Camp County,5280.0,2030.0,2190.0,1400.0,253251.0,160.0,943.0
Campbell County,106160.0,49010.0,42060.0,25540.0,6424328.0,2900.0,11467.0
Canadian County,62930.0,24780.0,29110.0,14390.0,4266278.0,1360.0,6708.0
Candler County,4190.0,1650.0,1500.0,1010.0,176309.0,90.0,175.0
Cannon County,6230.0,2650.0,2660.0,1590.0,288995.0,60.0,193.0
Canyon County,90370.0,36530.0,40180.0,19990.0,4415379.0,4410.0,13543.0
Cape Girardeau Count,35230.0,15980.0,14440.0,9640.0,2138248.0,920.0,2610.0
Cape May County,50010.0,25490.0,18320.0,18240.0,3298718.0,5750.0,36660.0
Carbon County,51440.0,24160.0,21120.0,15490.0,2757148.0,3040.0,13416.0
Caribou County,2870.0,1050.0,1610.0,830.0,144702.0,150.0,496.0
Carlisle County,2080.0,810.0,990.0,640.0,101352.0,130.0,954.0
Carlton County,16520.0,7830.0,6820.0,4540.0,932510.0,960.0,5600.0
Caroline County,29930.0,13400.0,10950.0,7230.0,1565625.0,990.0,3646.0
Carroll County,247660.0,108580.0,105160.0,69640.0,15992390.0,6790.0,24821.0
Carson City,28160.0,14520.0,9570.0,9070.0,1623326.0,1150.0,4487.0
Carson County,2610.0,1010.0,1310.0,750.0,152808.0,40.0,192.0
Carter County,57040.0,23710.0,24090.0,14830.0,2714294.0,1950.0,8370.0
Carteret County,32180.0,14240.0,13870.0,11600.0,1923490.0,470.0,1524.0
Carver County,50100.0,21990.0,23950.0,11150.0,5366001.0,1810.0,11272.0
Cascade County,39420.0,19090.0,15500.0,10990.0,2118836.0,1580.0,5966.0
Casey County,5920.0,2300.0,2700.0,1430.0,216552.0,220.0,801.0
Cass County,231220.0,109340.0,92630.0,60000.0,15011566.0,8030.0,35461.0
Cassia County,9660.0,3540.0,4890.0,2300.0,470959.0,300.0,869.0
Castro County,2930.0,1090.0,1240.0,730.0,106445.0,30.0,146.0
Caswell County,9230.0,3760.0,3530.0,2660.0,413896.0,150.0,362.0
Catahoula Parish,3460.0,1240.0,1390.0,960.0,158166.0,110.0,460.0
Catawba County,72900.0,32630.0,28250.0,18180.0,4203034.0,980.0,2561.0
Catoosa County,27380.0,10820.0,12110.0,6430.0,1430243.0,680.0,1441.0
Catron County,1350.0,590.0,670.0,760.0,52495.0,30.0,165.0
Cattaraugus County,34180.0,16670.0,12800.0,9690.0,1650495.0,1930.0,8775.0
Cavalier County,1900.0,830.0,940.0,720.0,135128.0,50.0,304.0
Cayuga County,35210.0,17330.0,12910.0,9990.0,1908134.0,1430.0,6407.0
Cecil County,47360.0,21610.0,18510.0,11790.0,3006070.0,1920.0,8363.0
Cedar County,18400.0,7680.0,8840.0,5930.0,956000.0,710.0,2920.0
Centre County,60110.0,30370.0,25110.0,17010.0,4265290.0,2420.0,11768.0
Cerro Gordo County,20660.0,9870.0,8380.0,6510.0,1271319.0,1000.0,4009.0
Chaffee County,9610.0,4600.0,4260.0,3610.0,612188.0,150.0,733.0
Chambers County,33810.0,13590.0,13150.0,7070.0,2169381.0,1500.0,6606.0
Champaign County,103440.0,50950.0,36470.0,25840.0,6486297.0,2960.0,14282.0
Chariton County,3420.0,1430.0,1630.0,1270.0,161080.0,130.0,422.0
Charles City County,3570.0,1680.0,1230.0,1120.0,203981.0,110.0,449.0
Charles County,82080.0,38030.0,25980.0,16910.0,5943840.0,2270.0,10612.0
Charles Mix County,3640.0,1630.0,1460.0,1150.0,177427.0,40.0,147.0
Charleston County,192590.0,99700.0,62300.0,47100.0,16861144.0,2530.0,9703.0
Charlevoix County,13870.0,6670.0,5890.0,4960.0,885235.0,780.0,2705.0
Charlotte County,91870.0,41010.0,39990.0,43250.0,5517152.0,1270.0,4980.0
Charlottesville city,20250.0,12080.0,5570.0,4230.0,2106577.0,250.0,812.0
Charlton County,3630.0,1320.0,1410.0,790.0,152889.0,80.0,258.0
Chase County,2970.0,1250.0,1490.0,1020.0,149472.0,20.0,77.0
Chatham County,163460.0,75600.0,54190.0,41900.0,11167711.0,2510.0,7131.0
Chattahoochee County,3250.0,1290.0,1430.0,260.0,128104.0,60.0,164.0
Chattooga County,9270.0,3490.0,3430.0,2060.0,378052.0,530.0,640.0
Chautauqua County,57910.0,27650.0,21940.0,17300.0,2780064.0,2580.0,11526.0
Chaves County,25100.0,10590.0,9180.0,6230.0,1152797.0,740.0,3328.0
Cheatham County,19480.0,8360.0,8190.0,4530.0,1098921.0,200.0,826.0
Cheboygan County,12830.0,6100.0,5410.0,4900.0,660265.0,1650.0,7051.0
Chelan County,38590.0,17350.0,15480.0,10950.0,2490053.0,2390.0,11828.0
Chemung County,38750.0,18620.0,14170.0,11130.0,2158807.0,1330.0,5864.0
Chenango County,22530.0,10640.0,8700.0,6550.0,1099141.0,1040.0,5071.0
Cherokee County,213160.0,87750.0,92420.0,53560.0,13372494.0,4430.0,15027.0
Cherry County,2810.0,1280.0,1280.0,910.0,114924.0,30.0,112.0
Chesapeake city,113540.0,48560.0,44730.0,25780.0,7382543.0,1990.0,7794.0
Cheshire County,37550.0,19020.0,14400.0,11250.0,2478352.0,970.0,4594.0
Chester County,277610.0,128820.0,120150.0,76070.0,30919021.0,9680.0,51665.0
Chesterfield County,186470.0,81230.0,72930.0,46340.0,13246103.0,3700.0,13839.0
Cheyenne County,6460.0,2910.0,2910.0,2180.0,404489.0,90.0,520.0
Chickasaw County,13200.0,5630.0,4730.0,3400.0,621246.0,550.0,1880.0
Chicot County,3880.0,1480.0,1100.0,1100.0,156967.0,180.0,528.0
Childress County,2390.0,980.0,1000.0,710.0,108857.0,40.0,154.0
Chilton County,17340.0,6420.0,7520.0,3860.0,824374.0,370.0,1080.0
Chippewa County,52930.0,25010.0,22300.0,15580.0,2841021.0,3150.0,12717.0
Chisago County,27590.0,12740.0,12160.0,6920.0,1886935.0,1710.0,9563.0
Chittenden County,85180.0,47870.0,30050.0,21620.0,6514515.0,2360.0,9773.0
Choctaw County,13950.0,5220.0,5320.0,3580.0,583533.0,490.0,1702.0
Chouteau County,2240.0,950.0,1050.0,840.0,100938.0,60.0,233.0
Chowan County,6280.0,2600.0,2410.0,2070.0,331805.0,90.0,173.0
Christian County,83190.0,35070.0,35630.0,19720.0,4398327.0,2650.0,9831.0
Churchill County,11420.0,5290.0,4670.0,3330.0,592112.0,380.0,1390.0
Cibola County,9360.0,4140.0,2770.0,2530.0,352011.0,270.0,1394.0
